neuron_id,observed,cell_type,teacher_rate_hz,student_rate_hz
1392,False,excitatory,0,0
1393,False,inhibitory,1.9,2
1394,False,excitatory,0,0
1395,False,excitatory,0.4,0.5
1396,False,excitatory,0,0
1398,False,excitatory,0,0
1399,False,inhibitory,0,0
1400,False,excitatory,0,0
1401,False,inhibitory,0.1,0
1402,False,excitatory,0,0
1403,False,inhibitory,0.1,0
1404,False,excitatory,0,0.4
1405,False,excitatory,0,0
1406,False,inhibitory,2.7,3.2
1407,False,inhibitory,17.6,19.7
1408,False,excitatory,0,0
1410,False,excitatory,4.6,4.6
1411,False,excitatory,0.1,0
1413,False,excitatory,0,0
1414,False,excitatory,0.1,0.2
1415,False,excitatory,0,0
1416,False,excitatory,1.1,1.2
1417,False,excitatory,0.8,0.6
1418,False,excitatory,1.2,1.2
1419,False,excitatory,0,0
1420,False,excitatory,1,1.3
1421,False,inhibitory,0.9,0.9
1422,False,excitatory,0,0
1423,False,excitatory,0,0
1424,False,inhibitory,0,0
1425,False,excitatory,0.5,0.5
1426,False,excitatory,0,0
1427,False,excitatory,0.6,0.4
1428,False,excitatory,0.1,0.1
1429,False,excitatory,0,0
1430,False,excitatory,0.4,0.4
1431,False,excitatory,2.5,1.8
1432,False,excitatory,0.2,0.5
1433,False,excitatory,0,0
1434,False,excitatory,0,0
1435,False,excitatory,0,0
1436,False,excitatory,1.8,1.8
1437,False,excitatory,0,0
1438,False,inhibitory,0.7,0.7
1439,False,excitatory,0,0
1440,False,excitatory,5.9,6.1
1441,False,excitatory,0,0
1442,False,inhibitory,9.3,11.5
1443,False,inhibitory,1.7,1.5
1444,False,excitatory,0.3,0.5
1445,False,inhibitory,6.4,7.8
1446,False,inhibitory,8,6.5
1447,False,excitatory,5.9,5.7
1448,False,excitatory,8.1,8.3
1449,False,excitatory,1.1,0.9
1450,False,excitatory,0,0
1451,False,excitatory,17.3,17.3
1452,False,excitatory,0.5,0.5
1453,False,inhibitory,0.3,0.3
1454,False,excitatory,0,0
1455,False,excitatory,0,0
1456,False,excitatory,16.1,15.2
1457,False,excitatory,0,0.1
1458,False,excitatory,0.4,0.4
1459,False,excitatory,0,0
1462,False,excitatory,0.7,0.6
1465,False,excitatory,0,0
1466,False,inhibitory,20.5,21.3
1467,False,inhibitory,1.3,0.9
1468,False,excitatory,0,0
1469,False,inhibitory,2.2,2.2
1470,False,excitatory,0.1,0
1472,False,excitatory,0.1,0.1
1473,False,excitatory,0,0
1474,False,excitatory,0.4,0.4
1475,False,excitatory,1.6,2.2
1476,False,inhibitory,0.2,0.1
1477,False,excitatory,0,0
1478,False,excitatory,5.1,5.5
1479,False,excitatory,0,0
1480,False,excitatory,0.2,0
1481,False,excitatory,0.4,0.2
1482,False,excitatory,36.9,35.1
1483,False,excitatory,0.4,0.2
1484,False,excitatory,0,0
1485,False,inhibitory,4,2.4
1486,False,inhibitory,2.4,2.5
1487,False,excitatory,0,0
1488,False,excitatory,0,0
1489,False,excitatory,0.1,0.2
1490,False,excitatory,25.9,28
1491,False,excitatory,0.1,0.1
1492,False,excitatory,0,0
1494,False,excitatory,13.5,12.7
1495,False,excitatory,0.1,0.1
1496,False,excitatory,0.1,0.1
1497,False,inhibitory,54.1,52.1
1498,False,excitatory,6.9,6
1499,False,excitatory,0.5,0.4
1501,False,inhibitory,8,7.7
1502,False,excitatory,0.6,0.5
1503,False,excitatory,0.1,0.1
1505,False,excitatory,0.1,0.3
1506,False,excitatory,0,0
1507,False,inhibitory,3.5,4.4
1508,False,excitatory,0,0
1509,False,excitatory,0.8,1.1
1510,False,excitatory,0,0
1511,False,excitatory,3.5,3.4
1513,False,excitatory,0,0
1514,False,excitatory,0.6,0.3
1515,False,inhibitory,8.1,9.4
1516,False,excitatory,1.9,2.6
1517,False,excitatory,0.1,0.1
1518,False,excitatory,0.2,0.3
1519,False,excitatory,0.7,0.7
1520,False,excitatory,0.1,0
1522,False,excitatory,1.8,1.7
1523,False,excitatory,0,0
1524,False,inhibitory,0,0
1525,False,excitatory,7.3,5.8
1526,False,excitatory,0.9,1
1527,False,excitatory,0,0
1528,False,excitatory,0,0
1529,False,excitatory,0,0
1530,False,excitatory,0.7,0.7
1531,False,excitatory,0,0
1532,False,inhibitory,0.4,0.6
1533,False,excitatory,1.7,1.4
1534,False,excitatory,0,0
1535,False,excitatory,0.7,0.7
1537,False,excitatory,0,0
1538,False,excitatory,0,0
1539,False,excitatory,0,0
1540,False,excitatory,0.2,0.2
1541,False,inhibitory,8.1,8.7
1542,False,excitatory,0,0
1543,False,excitatory,0,0
1544,False,excitatory,0.6,0.4
1545,False,inhibitory,2,1.2
1546,False,excitatory,0.1,0.1
1547,False,excitatory,5.1,5.3
1548,False,excitatory,0,0
1549,False,excitatory,0,0
1550,False,excitatory,92.2,95.6
1551,False,excitatory,0.2,0.1
1552,False,inhibitory,2.9,2.7
1554,False,excitatory,0,0
1555,False,excitatory,0.4,0.4
1556,False,excitatory,0.1,0.3
1557,False,inhibitory,0.3,0.7
1558,False,excitatory,2,2.3
1559,False,excitatory,0,0
1561,False,excitatory,6,5.6
1562,False,excitatory,0,0
1564,False,excitatory,0.1,0
1565,False,excitatory,1.6,1.1
1566,False,excitatory,0,0
1567,False,excitatory,0,0
1568,False,inhibitory,14.2,13.7
1569,False,excitatory,3.8,3.6
1570,False,excitatory,0,0
1571,False,excitatory,0.6,0.6
1572,False,excitatory,2.1,1.7
1574,False,inhibitory,51.6,49.2
1575,False,inhibitory,0,0
1576,False,inhibitory,0.1,0.1
1578,False,excitatory,0,0
1579,False,excitatory,0,0
1580,False,excitatory,0,0
1581,False,inhibitory,0.2,0.2
1582,False,excitatory,1,0.4
1583,False,excitatory,0,0
1585,False,excitatory,1.9,1.5
1586,False,inhibitory,15.8,14.7
1587,False,excitatory,0,0
1589,False,excitatory,0,0
1590,False,inhibitory,0.4,0.4
1591,False,excitatory,0.1,0.1
1592,False,excitatory,0.6,0.3
1593,False,excitatory,2.2,3.2
1594,False,inhibitory,5.2,3.9
1595,False,excitatory,0,0
1597,False,excitatory,0,0
1598,False,excitatory,0.9,0.7
1600,False,excitatory,0.1,0
1601,False,inhibitory,4.9,5.6
1602,False,excitatory,2.2,1.6
1603,False,excitatory,0.4,0.5
1604,False,excitatory,0,0
1605,False,excitatory,2.1,1.9
1606,False,excitatory,0.1,0
1607,False,excitatory,0.7,0.6
1608,False,excitatory,2.3,2.2
1609,False,excitatory,2.3,1.6
1610,False,inhibitory,8.5,8.1
1611,False,excitatory,0.1,0.1
1612,False,excitatory,0,0
1613,False,excitatory,0,0
1614,False,excitatory,0,0
1616,False,excitatory,0.2,0.2
1617,False,inhibitory,2.1,2.4
1618,False,inhibitory,9.1,9.8
1619,False,inhibitory,0,0
1620,False,excitatory,0,0
1621,False,excitatory,5.9,6.5
1622,False,excitatory,0.2,0.3
1623,False,inhibitory,0.5,0.1
1624,False,excitatory,0.6,0.4
1625,False,excitatory,9.9,9.9
1626,False,excitatory,0,0
1627,False,excitatory,0.4,0.6
1628,False,excitatory,1.9,2.2
1629,False,excitatory,0.5,0.4
1630,False,excitatory,0.1,0.1
1631,False,excitatory,1.8,1.7
1632,False,excitatory,3.1,3.5
1633,False,excitatory,0.4,0.9
1634,False,inhibitory,7.9,7.7
1635,False,excitatory,0,0
1636,False,excitatory,1.1,1.7
1637,False,excitatory,0,0
1638,False,excitatory,3.1,3.9
1639,False,inhibitory,0,0.1
1640,False,inhibitory,0.1,0
1641,False,inhibitory,3.1,3.7
1642,False,excitatory,0,0
1643,False,inhibitory,2,1.1
1644,False,inhibitory,41.7,35.8
1645,False,excitatory,3.6,3.1
1646,False,inhibitory,16.5,16.3
1648,False,excitatory,0.3,0.1
1649,False,excitatory,0.5,0.4
1650,False,excitatory,0.3,0.5
1651,False,excitatory,0,0
1652,False,excitatory,0,0
1653,False,inhibitory,0.8,1
1656,False,excitatory,1.7,1.4
1657,False,inhibitory,0.3,0.1
1658,False,excitatory,0.1,0
1660,False,excitatory,0.5,0.4
1661,False,inhibitory,1.3,1.7
1662,False,excitatory,0.1,0.1
1663,False,excitatory,0.8,0.8
1664,False,excitatory,1.2,1.5
1665,False,excitatory,0,0.2
1666,False,inhibitory,16.5,15.2
1667,False,excitatory,0.6,0.3
1669,False,excitatory,0.6,0.5
1670,False,inhibitory,2.9,2.2
1671,False,excitatory,1.3,1.3
1672,False,excitatory,8.8,8.9
1673,False,excitatory,0,0
1675,False,excitatory,0.4,0.4
1676,False,excitatory,0,0
1677,False,excitatory,12.5,12
1678,False,excitatory,1,0.8
1679,False,excitatory,0.3,0.3
1680,False,inhibitory,13.4,12.6
1681,False,excitatory,0.7,0.5
1682,False,inhibitory,0,0
1683,False,excitatory,1.4,1.3
1684,False,inhibitory,0.6,0.5
1685,False,excitatory,0,0
1686,False,excitatory,0,0
1687,False,inhibitory,0.4,0.5
1688,False,excitatory,0,0
1689,False,excitatory,0,0
1690,False,excitatory,0,0
1691,False,excitatory,0,0
1692,False,excitatory,4,3.1
1693,False,inhibitory,3.5,2.9
1694,False,inhibitory,7.8,8.2
1695,False,inhibitory,0,0.1
1696,False,excitatory,10.6,10.6
1697,False,excitatory,1.2,0.9
1698,False,excitatory,0,0
1701,False,excitatory,0.1,0
1702,False,excitatory,0,0
1703,False,excitatory,0,0
1704,False,excitatory,0,0
1705,False,excitatory,0,0
1706,False,excitatory,1,0.9
1707,False,excitatory,0,0
1708,False,excitatory,0,0
1709,False,excitatory,0.5,0.3
1710,False,excitatory,0,0
1711,False,excitatory,0.1,0.1
1712,False,excitatory,0,0
1714,False,excitatory,0,0
1715,False,excitatory,0.5,0.3
1717,False,excitatory,18,16.6
1718,False,inhibitory,23.3,21.2
1719,False,excitatory,0.3,0.2
1720,False,inhibitory,1.2,0.7
1721,False,excitatory,0,0
1722,False,excitatory,0,0
1725,False,excitatory,4.4,4.2
1726,False,inhibitory,1.9,2.6
1727,False,excitatory,0,0
1728,False,excitatory,0,0
1729,False,excitatory,11.9,12.3
1730,False,excitatory,1.6,1.1
1731,False,excitatory,0.3,0.2
1732,False,inhibitory,16.1,12
1733,False,excitatory,1.5,1.4
1734,False,excitatory,2.3,1.7
1735,False,excitatory,7.2,8.1
1736,False,excitatory,0.1,0.1
1737,False,excitatory,1.5,1.9
1738,False,inhibitory,3.6,2.9
1739,False,excitatory,0.9,0.4
1740,False,excitatory,0.1,0
1741,False,excitatory,2.5,2.5
1742,False,inhibitory,39.9,37.4
1743,False,excitatory,0.2,0.1
1744,False,excitatory,0,0
1745,False,inhibitory,2,1.6
1746,False,excitatory,23.6,22.2
1747,False,excitatory,0,0
1748,False,excitatory,17.2,16.4
1749,False,excitatory,0.7,0.7
1750,False,inhibitory,40.1,39.6
1752,False,excitatory,0.3,0.1
1753,False,excitatory,0.1,0
1754,False,excitatory,1.9,1.4
1755,False,excitatory,0,0
1756,False,inhibitory,95.6,89.6
1758,False,excitatory,2.2,1.9
1759,False,excitatory,0,0
1760,False,excitatory,0,0
1761,False,excitatory,5.3,4.9
1762,False,excitatory,0,0
1763,False,excitatory,0.1,0
1764,False,excitatory,10.5,10.7
1765,False,excitatory,0,0
1766,False,excitatory,0,0
1767,False,inhibitory,1.3,1.3
1768,False,excitatory,0,0
1769,False,excitatory,1.5,1
1771,False,excitatory,0,0
1772,False,inhibitory,1.1,1.5
1773,False,excitatory,0,0
1774,False,inhibitory,8.4,9.7
1775,False,excitatory,0,0
1776,False,excitatory,0.3,0.5
1777,False,excitatory,0,0
1778,False,excitatory,0,0
1779,False,excitatory,0,0
1780,False,excitatory,1.5,1.5
1781,False,excitatory,0,0
1782,False,excitatory,0.5,0.4
1783,False,excitatory,20.9,20.8
1784,False,excitatory,25.9,24
1785,False,excitatory,1.9,2.3
1786,False,excitatory,5.8,5.5
1787,False,inhibitory,2.3,2.1
1788,False,excitatory,0,0
1789,False,excitatory,0,0
1790,False,excitatory,2.2,1.9
1791,False,excitatory,4.2,4.1
1792,False,excitatory,11.6,11.9
1793,False,excitatory,0,0
1794,False,excitatory,0,0
1795,False,inhibitory,8.5,7.5
1796,False,excitatory,35.6,34.9
1797,False,excitatory,0.1,0
1798,False,excitatory,0,0
1799,False,excitatory,1.3,1
1800,False,excitatory,0.1,0
1801,False,inhibitory,25.3,25.3
1802,False,excitatory,0,0
1805,False,inhibitory,0,0
1806,False,excitatory,0,0
1807,False,excitatory,6.6,6
1808,False,excitatory,15.3,14.6
1809,False,excitatory,18.6,20.4
1810,False,excitatory,0.3,0.3
1811,False,excitatory,1.1,0.7
1812,False,excitatory,1.7,1.7
1813,False,inhibitory,0.2,0
1815,False,excitatory,0,0
1816,False,excitatory,0.1,0.1
1817,False,excitatory,0.2,0.1
1818,False,excitatory,0,0
1819,False,excitatory,0.1,0
1820,False,excitatory,0,0
1821,False,inhibitory,14.3,17.7
1822,False,inhibitory,30.8,30.6
1823,False,inhibitory,34.7,34.7
1824,False,inhibitory,0,0
1825,False,excitatory,2.5,2.8
1826,False,excitatory,0,0
1827,False,excitatory,7.3,6.9
1828,False,excitatory,0.7,0.8
1829,False,excitatory,1.5,1.2
1830,False,excitatory,2.4,2.8
1831,False,excitatory,0,0
1832,False,inhibitory,2.2,3.9
1834,False,excitatory,0,0
1835,False,excitatory,0.6,0.2
1836,False,inhibitory,0,0
1837,False,excitatory,0,0
1838,False,excitatory,2.1,1.2
1839,False,excitatory,2.8,2.7
1840,False,excitatory,0.6,0.5
1841,False,excitatory,0,0
1842,False,excitatory,1.3,0.6
1843,False,excitatory,0,0
1844,False,inhibitory,0,0
1845,False,excitatory,0,0
1846,False,excitatory,0,0
1847,False,inhibitory,1.2,1.4
1848,False,excitatory,2.1,2.7
1849,False,excitatory,0,0
1850,False,excitatory,1.4,2.3
1851,False,excitatory,4.5,5
1852,False,excitatory,0,0
1853,False,excitatory,0,0
1854,False,excitatory,0.5,0.4
1855,False,excitatory,0,0
1856,False,excitatory,0,0
1857,False,excitatory,0,0
1858,False,excitatory,1.5,1.3
1859,False,inhibitory,1.7,1.5
1860,False,inhibitory,3.4,4.2
1861,False,excitatory,3.4,4
1862,False,excitatory,1,0.8
1863,False,excitatory,13.1,13.1
1864,False,excitatory,0,0
1867,False,excitatory,0,0
1868,False,excitatory,0.2,0.2
1869,False,excitatory,0.3,0.2
1870,False,inhibitory,13.2,12.5
1871,False,excitatory,0.1,0.1
1872,False,inhibitory,0.3,0.2
1873,False,excitatory,1.5,1
1875,False,excitatory,0,0
1876,False,excitatory,0,0
1877,False,excitatory,1.9,2.1
1878,False,excitatory,0.7,0.6
1879,False,excitatory,1,0.9
1880,False,inhibitory,0.9,0.7
1881,False,excitatory,0,0
1882,False,excitatory,0.1,0
1883,False,excitatory,0,0
1884,False,inhibitory,41.4,38.2
1885,False,excitatory,0,0
1886,False,excitatory,0,0
1887,False,excitatory,0.7,1
1888,False,excitatory,0,0
1889,False,excitatory,0,0
1892,False,excitatory,0,0
1893,False,excitatory,0.2,0.1
1894,False,excitatory,0,0
1895,False,excitatory,0,0
1896,False,excitatory,0,0
1898,False,excitatory,0,0
1900,False,excitatory,0.5,0.6
1901,False,excitatory,0.3,0.3
1902,False,excitatory,0,0
1903,False,excitatory,0,0
1905,False,excitatory,0,0
1906,False,excitatory,0.2,0.1
1907,False,excitatory,0.2,0.2
1908,False,excitatory,1,0.8
1909,False,excitatory,0,0
1910,False,excitatory,0.1,0.1
1911,False,inhibitory,0.1,0
1912,False,excitatory,1.1,1.2
1914,False,excitatory,0.1,0.1
1915,False,excitatory,1.1,1
1916,False,excitatory,0.3,0.2
1917,False,excitatory,0.1,0.1
1918,False,excitatory,6.5,5.3
1919,False,excitatory,0,0.1
1921,False,excitatory,0.6,0.3
1922,False,excitatory,0,0
1923,False,excitatory,6.6,5.7
1924,False,excitatory,1.3,1.9
1925,False,excitatory,2.4,1.8
1926,False,excitatory,0,0
1927,False,excitatory,0,0
1928,False,excitatory,8.8,8.6
1929,False,excitatory,0,0
1930,False,excitatory,1.7,1.2
1931,False,excitatory,15,16.1
1934,False,excitatory,0,0
1935,False,excitatory,0,0
1936,False,inhibitory,19.3,20.9
1937,False,excitatory,0,0
1939,False,inhibitory,11.8,10.3
1940,False,excitatory,0.5,0.4
1941,False,excitatory,0,0
1943,False,excitatory,0,0
1945,False,excitatory,0.1,0
1946,False,inhibitory,2.2,2.3
1947,False,inhibitory,0.5,0.4
1948,False,inhibitory,1.4,1.8
1949,False,excitatory,0,0.1
1950,False,excitatory,0,0
1951,False,excitatory,0,0
1952,False,excitatory,0,0
1953,False,excitatory,0,0
1954,False,excitatory,0,0
1955,False,inhibitory,23,23.9
1956,False,inhibitory,1.8,1.6
1957,False,excitatory,2.5,2.4
1958,False,excitatory,0.8,0.9
1959,False,excitatory,3.4,3.1
1960,False,inhibitory,5.5,5.2
1961,False,excitatory,2.6,2.2
1962,False,excitatory,0.7,0.9
1963,False,excitatory,0,0
1965,False,excitatory,0,0
1966,False,inhibitory,128.1,119.2
1967,False,excitatory,0,0
1968,False,inhibitory,0.3,0.4
1969,False,excitatory,0,0
1970,False,inhibitory,7.2,5
1971,False,excitatory,0.1,0.2
1972,False,excitatory,3,3.1
1973,False,excitatory,0,0
1974,False,excitatory,0,0
1976,False,inhibitory,4.6,6.5
1977,False,inhibitory,0.5,0.5
1978,False,excitatory,2,2.2
1979,False,excitatory,0,0
1980,False,excitatory,3.5,3.4
1981,False,excitatory,11.1,10.4
1982,False,inhibitory,0.9,0.6
1983,False,excitatory,3,3
1984,False,excitatory,0,0.1
1985,False,inhibitory,5,3.9
1986,False,inhibitory,24.8,23.2
1987,False,inhibitory,4.2,3.1
1988,False,excitatory,0.6,0.6
1989,False,inhibitory,1.2,1.1
1990,False,excitatory,1.4,1.1
1991,False,excitatory,0,0
1992,False,excitatory,2.3,2.5
1993,False,excitatory,4.6,4
1994,False,excitatory,0,0
1995,False,excitatory,0,0
1996,False,excitatory,1.9,1.7
1997,False,excitatory,0,0
1998,False,excitatory,0.1,0.2
1999,False,excitatory,8.2,8.4
2000,False,excitatory,0,0
2001,False,inhibitory,0,0
2002,False,inhibitory,5.5,4.8
2003,False,excitatory,0,0
2004,False,excitatory,0.2,0.2
2005,False,excitatory,0,0
2006,False,excitatory,0,0.1
2007,False,excitatory,0,0
2008,False,excitatory,1.6,1.7
2009,False,excitatory,0,0
2010,False,excitatory,7.3,7.5
2012,False,excitatory,2.9,2.8
2013,False,excitatory,0,0
2014,False,excitatory,0,0
2015,False,excitatory,0,0
2016,False,excitatory,6,5.5
2017,False,excitatory,0,0
2018,False,excitatory,0,0
2019,False,excitatory,0,0.1
2020,False,excitatory,0,0
2021,False,excitatory,1.8,1.9
2022,False,excitatory,5.8,6.3
2023,False,inhibitory,21,19.2
2024,False,inhibitory,68.6,65.1
2025,False,excitatory,6.1,4.5
2026,False,excitatory,27.3,26.7
2027,False,inhibitory,65.3,63.1
2028,False,excitatory,9.7,9.2
2029,False,inhibitory,0.8,0.8
2030,False,excitatory,7.8,8.1
2031,False,excitatory,0.1,0
2032,False,excitatory,36.9,36.8
2033,False,excitatory,0,0
2034,False,inhibitory,120.1,114
2035,False,inhibitory,0.1,0
2036,False,excitatory,0.3,0.2
2037,False,excitatory,0,0
2038,False,excitatory,2.7,3.3
2039,False,excitatory,0,0.1
2040,False,excitatory,0.9,0.7
2041,False,excitatory,1.3,1.4
2042,False,inhibitory,36,34.6
2043,False,excitatory,27.2,27.6
2044,False,excitatory,0.1,0.2
2045,False,excitatory,0,0
2046,False,excitatory,0.4,0.4
2047,False,excitatory,0,0
2048,False,excitatory,0,0
2049,False,excitatory,0,0
2050,False,excitatory,0,0
2051,False,excitatory,0,0.1
2052,False,excitatory,1,1.1
2053,False,excitatory,3.3,3.4
2054,False,excitatory,1.6,1.9
2055,False,inhibitory,1.5,1.9
2056,False,excitatory,0,0
2057,False,excitatory,0.9,0.7
2058,False,excitatory,0,0
2059,False,excitatory,0,0
2060,False,excitatory,0,0
2061,False,excitatory,1.3,1.2
2062,False,excitatory,0,0
2063,False,excitatory,1.4,1.3
2064,False,excitatory,22.8,23.5
2065,False,excitatory,0,0
2067,False,excitatory,0.7,0.6
2068,False,excitatory,1.4,1.6
2069,False,excitatory,0,0
2070,False,inhibitory,0.4,0.3
2071,False,inhibitory,0.4,0.4
2072,False,excitatory,0,0
2073,False,excitatory,21.5,23.6
2074,False,inhibitory,4.2,4.2
2075,False,excitatory,1.9,1.4
2076,False,excitatory,0,0.1
2077,False,excitatory,0.3,0.1
2080,False,inhibitory,59.5,54.8
2081,False,excitatory,3.2,3.6
2082,False,excitatory,4.9,4.7
2083,False,inhibitory,3.5,3.3
2084,False,excitatory,0,0
2085,False,inhibitory,7.3,7.9
2086,False,excitatory,2,1.7
2087,False,excitatory,0,0
2088,False,excitatory,0.2,0.2
2089,False,excitatory,0,0
2090,False,excitatory,14.6,14.5
2091,False,excitatory,0.4,0.4
2092,False,excitatory,0,0
2093,False,excitatory,0.4,0.4
2094,False,excitatory,1.3,1.3
2095,False,excitatory,32.3,31.1
2096,False,inhibitory,4.8,4
2097,False,excitatory,0,0
2098,False,excitatory,0,0
2099,False,excitatory,0,0
2100,False,inhibitory,0.9,0.9
2101,False,inhibitory,51.2,44.1
2103,False,excitatory,0,0
2104,False,inhibitory,9.9,10.1
2106,False,excitatory,12.4,11.3
2108,False,inhibitory,44.4,43
2109,False,excitatory,5.1,4.8
2110,False,excitatory,1,0.5
2111,False,excitatory,0,0
2112,False,excitatory,0.2,0.3
2113,False,excitatory,0,0
2114,False,excitatory,5.8,6.7
2115,False,excitatory,6.4,6.1
2116,False,excitatory,0,0
2117,False,excitatory,0.4,0.4
2118,False,excitatory,4,3.9
2119,False,excitatory,0,0
2121,False,inhibitory,9.2,9
2122,False,excitatory,0,0
2124,False,excitatory,0,0
2125,False,excitatory,0,0
2126,False,inhibitory,0.3,0.4
2127,False,excitatory,0,0
2128,False,excitatory,4.5,4.2
2129,False,excitatory,0,0
2130,False,inhibitory,0,0
2131,False,inhibitory,33.3,31.3
2132,False,excitatory,0,0
2133,False,excitatory,15,14.3
2135,False,inhibitory,10.1,10.2
2136,False,excitatory,0.8,0.5
2138,False,inhibitory,0,0
2139,False,excitatory,61.6,62.4
2140,False,excitatory,0.3,0.7
2141,False,inhibitory,11.3,11.5
2142,False,excitatory,0,0
2143,False,excitatory,2.5,2.4
2145,False,excitatory,0.2,0.2
2146,False,excitatory,0,0
2147,False,excitatory,0.1,0.2
2148,False,excitatory,11.6,12.1
2149,False,inhibitory,15.5,17
2150,False,excitatory,0.1,0.2
2151,False,excitatory,0,0
2152,False,excitatory,0,0
2153,False,inhibitory,4.2,3.9
2154,False,inhibitory,0.5,0.5
2155,False,inhibitory,0.4,0.2
2156,False,inhibitory,36.1,37.6
2157,False,excitatory,0.1,0.1
2159,False,excitatory,2,1.9
2160,False,excitatory,0,0
2161,False,excitatory,0.7,0.4
2162,False,excitatory,0,0
2163,False,inhibitory,0,0
2164,False,excitatory,0.3,0.3
2165,False,excitatory,8.4,8.4
2166,False,excitatory,0,0
2167,False,inhibitory,21.4,21
2168,False,excitatory,13.7,14
2169,False,excitatory,0,0
2170,False,excitatory,0,0
2171,False,excitatory,0,0
2173,False,excitatory,0,0
2174,False,excitatory,0.1,0
2175,False,excitatory,0.2,0.1
2176,False,excitatory,0,0.1
2177,False,excitatory,5.3,5.8
2178,False,excitatory,0,0
2179,False,excitatory,0,0
2180,False,excitatory,0,0
2181,False,excitatory,0.7,0.5
2182,False,excitatory,0,0
2183,False,excitatory,7.1,7.6
2184,False,excitatory,0.1,0.1
2185,False,inhibitory,5,4.2
2186,False,excitatory,0.4,0.3
2187,False,excitatory,0,0.1
2188,False,excitatory,0,0
2189,False,inhibitory,0.2,0.6
2190,False,excitatory,2.2,1.8
2191,False,excitatory,0.7,0.6
2192,False,inhibitory,30.1,27.2
2193,False,excitatory,38.8,37.8
2194,False,inhibitory,0,0
2195,False,excitatory,3.5,3.3
2197,False,inhibitory,0,0
2198,False,excitatory,0,0.1
2199,False,excitatory,0,0
2200,False,inhibitory,0,0
2201,False,excitatory,0,0
2202,False,inhibitory,0,0
2203,False,excitatory,0,0
2204,False,inhibitory,0,0
2205,False,excitatory,0.1,0
2207,False,excitatory,0.1,0.1
2209,False,excitatory,0,0
2210,False,excitatory,8.4,7.9
2211,False,excitatory,0.1,0.1
2212,False,inhibitory,14.4,16
2213,False,excitatory,13.1,13
2215,False,excitatory,0.1,0
2216,False,inhibitory,0.1,0
2217,False,excitatory,2,1.9
2218,False,excitatory,0.2,0.3
2219,False,inhibitory,1.4,2.8
2220,False,excitatory,6.2,6.3
2221,False,excitatory,0,0
2222,False,inhibitory,0.9,0.7
2223,False,excitatory,0,0
2224,False,excitatory,0,0
2225,False,excitatory,0,0
2226,False,excitatory,0,0
2227,False,excitatory,0,0
2228,False,inhibitory,23.8,22.3
2229,False,excitatory,4.2,3.5
2230,False,excitatory,0,0
2231,False,excitatory,0.2,0.2
2232,False,inhibitory,1,0.7
2233,False,excitatory,0,0
2234,False,excitatory,0,0
2235,False,inhibitory,0.5,0.7
2236,False,excitatory,0,0
2238,False,excitatory,0,0
2239,False,excitatory,0,0
2240,False,excitatory,0,0
2241,False,excitatory,0.1,0.3
2242,False,excitatory,0.2,0.1
2243,False,excitatory,0,0
2244,False,excitatory,0.5,0.5
2245,False,excitatory,0,0
2246,False,excitatory,22.6,20.7
2247,False,excitatory,0,0.2
2249,False,excitatory,0,0
2250,False,excitatory,1.1,1
2251,False,excitatory,0,0
2252,False,excitatory,5.7,3.6
2253,False,excitatory,0,0
2254,False,excitatory,0,0
2255,False,excitatory,1.5,1.8
2256,False,excitatory,3.4,2.9
2257,False,excitatory,0,0
2258,False,excitatory,0.5,0.6
2260,False,excitatory,0,0
2261,False,excitatory,0,0
2262,False,inhibitory,1.4,1.8
2263,False,excitatory,0.1,0.1
2264,False,excitatory,0,0
2265,False,excitatory,0.6,0.5
2266,False,inhibitory,16,14.3
2267,False,excitatory,0,0
2269,False,inhibitory,1.9,2.5
2270,False,inhibitory,16,16.3
2271,False,excitatory,0,0
2272,False,excitatory,0,0
2273,False,inhibitory,15.4,16.3
2274,False,excitatory,0,0
2276,False,excitatory,0.1,0
2277,False,excitatory,1.7,1.6
2278,False,excitatory,0,0
2279,False,inhibitory,0.3,0.1
2280,False,excitatory,22.3,21.1
2281,False,excitatory,0.2,0
2282,False,inhibitory,1.2,0.8
2283,False,excitatory,1.5,1.6
2284,False,excitatory,0,0.1
2285,False,excitatory,0.6,0.6
2286,False,excitatory,7.9,8.2
2287,False,excitatory,0,0
2288,False,excitatory,0.5,0.6
2289,False,excitatory,0.8,0.5
2291,False,excitatory,0.2,0.2
2292,False,inhibitory,6.8,5.4
2293,False,inhibitory,0.1,0.2
2294,False,excitatory,0,0
2295,False,excitatory,0,0
2296,False,excitatory,0,0
2297,False,excitatory,1.1,1.1
2298,False,excitatory,2.8,2.5
2299,False,inhibitory,5.5,5.1
2300,False,excitatory,0.8,0.8
2302,False,excitatory,0,0
2303,False,inhibitory,8.6,6.9
2304,False,excitatory,0,0
2305,False,excitatory,1.5,1.3
2306,False,excitatory,3.9,3.9
2307,False,excitatory,0.4,0.6
2308,False,excitatory,0,0
2310,False,excitatory,13.9,15.3
2311,False,excitatory,0,0
2312,False,inhibitory,11.2,8.8
2313,False,excitatory,0.8,0.5
2314,False,excitatory,0,0
2316,False,excitatory,0.3,0.2
2317,False,inhibitory,0,0.1
2318,False,inhibitory,3.2,3.2
2319,False,excitatory,0.4,0.3
2320,False,excitatory,0,0
2321,False,excitatory,0,0
2322,False,excitatory,1.4,1.2
2323,False,excitatory,0,0
2324,False,excitatory,9.9,9.5
